Latitude,Longitude,Sample Date,esa_urban_frac_1km,esa_cropland_frac_1km,esa_water_frac_1km,esa_forest_frac_1km,esa_bare_frac_1km,gsw_occurrence_mean_1km,gsw_seasonality_mean_1km,gsw_recurrence_mean_1km,gsw_extent_mean_1km,gsw_change_mean_1km,gsw_water_frac_1km,gaia_changed_ever_frac_1km,gaia_impervious_frac_by_sample_year_1km,gaia_recent_change_5y_frac_1km,gaia_years_since_change_mean_1km,gaia_transition_year_mean_changed_pixels_1km
-33.501667,21.624167,04-01-2011,0.0,0.0,0.0,0.0,0.0,1.0239558219909668,0.0749385729432106,2.933046579360962,0.03562653437256813,247.6418914794922,0.03562653562653563,0.000965046397917014,0.0,0.0,-1.0,0.9455335382006996
-32.502778,19.535833,04-01-2011,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,253.0,0.0,0.0,0.0,0.0,-1.0,-1.0
-25.45963889,28.26430556,04-01-2011,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,253.0,0.0,0.022136350411624657,0.01586670655198272,0.0,-0.6618776968688663,43.24116000704825
-27.495556,26.074722,04-01-2011,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,253.0,0.0,0.0,0.0,0.0,-1.0,-1.0
-26.648056,27.089444,05-01-2011,0.0,0.0625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,253.0,0.0,0.0,0.0,0.0,-1.0,-1.0
-26.970278,27.211111,05-01-2011,0.0,0.1875,0.375,0.0,0.0,11.38760757446289,1.5504285097122192,14.177983283996582,0.15557020902633667,231.49176025390625,0.15557020435069216,0.0,0.0,0.0,-1.0,-1.0
-27.38972222,26.46388889,05-01-2011,0.0,0.0625,0.3125,0.0,0.0,11.793012619018555,1.5781147480010986,15.425840377807617,0.1700725108385086,227.36387634277344,0.16809492419248517,0.0,0.0,0.0,-1.0,-1.0
-27.044444,27.005,05-01-2011,0.0,0.4,0.0,0.0,0.0,0.3764478862285614,0.08043757826089859,1.0489060878753662,0.013513513840734959,251.1222686767578,0.013513513513513514,0.0,0.0,0.0,-1.0,-1.0
-30.830556,26.921389,06-01-2011,0.0,0.25,0.0,0.0,0.0,2.2319295406341553,0.3727215528488159,4.680075645446777,0.05782526731491089,244.61534118652344,0.05782526712759271,0.0,0.0,0.0,-1.0,-1.0
-27.00222,28.76528,06-01-2011,0.0,0.1,0.0,0.0,0.0,2.357142925262451,0.32110682129859924,4.53153133392334,0.05083655193448067,246.13385009765625,0.05083655083655084,0.0,0.0,0.0,-1.0,-1.0
-27.02314,28.59389,06-01-2011,0.1,0.0,0.0,0.0,0.0,4.001977443695068,0.5069215297698975,6.122610569000244,0.07251153886318207,242.81674194335938,0.07251153592617007,0.24667359373168005,0.23091789002138766,0.018246212687849473,3.391616364584639,491.1822074157332
-30.679722,26.7125,06-01-2011,0.15,0.35,0.05,0.0,0.0,8.43436336517334,0.7348777055740356,17.1731014251709,0.190476194024086,224.2574005126953,0.19047619047619047,0.016658860265417644,0.016658860265417644,0.0,-0.6335050741608119,32.167790788446524
-30.160091,27.40124,06-01-2011,0.0,0.3,0.0,0.0,0.0,0.9652509689331055,0.08944658935070038,3.5180180072784424,0.05148005113005638,246.66859436035156,0.05083655083655084,0.15071616371698776,0.1367068241572813,0.00600400266844563,1.258364399795942,300.18030451673656
-32.595833,19.009444,06-01-2011,0.24,0.6,0.0,0.08,0.0,0.018427519127726555,0.0024570024106651545,0.30159705877304077,0.004299754276871681,252.77210998535156,0.0042997542997543,0.3863394789364615,0.3763104969756291,0.005849920854011975,6.456102652728821,769.2667181561661
-25.99136,27.84208,10-01-2011,0.0,0.0,0.0,0.0625,0.0,0.0,0.0,0.0,0.0,253.0,0.0,0.07661273873917973,0.05941454340749443,0.026906853986668946,-0.3257907661681801,152.57434874480919
-26.73806,27.59194,10-01-2011,0.0,0.0,0.125,0.0,0.0,10.613052368164062,1.3724455833435059,13.103493690490723,0.138431116938591,233.35926818847656,0.13843111404087013,0.0,0.0,0.0,-1.0,-1.0
-26.45,28.085833,10-01-2011,0.0,0.25,0.0,0.1875,0.0,0.32249322533607483,0.04674796760082245,0.553523063659668,0.006097560748457909,251.9749298095703,0.006097560975609756,0.0010361557403028017,0.0010361557403028017,0.0,-0.9772045737133384,1.0629860789428778
-30.86013889,29.07125,10-01-2011,0.0,0.0,0.0,0.0,0.0,2.4498069286346436,0.21621622145175934,4.731016635894775,0.05469755455851555,246.6280517578125,0.0546975546975547,0.0,0.0,0.0,-1.0,-1.0
-27.356667,27.286389,10-01-2011,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,253.0,0.0,0.0,0.0,0.0,-1.0,-1.0
-27.01011111,26.69808333,11-01-2011,0.0,0.0,0.4,0.05,0.0,11.847725868225098,1.6572182178497314,15.998022079467773,0.1720501035451889,227.82398986816406,0.17139090309822017,0.0,0.0,0.0,-1.0,-1.0
-25.73411,27.21422,11-01-2011,0.0,0.125,0.0,0.0625,0.0,0.0,0.0,0.0,0.0,253.0,0.0,0.0,0.0,0.0,-1.0,-1.0
-26.98472222,26.63227778,11-01-2011,0.0,0.12,0.04,0.0,0.0,0.0038610037881881,0.0,0.257400244474411,0.002574002603068948,252.8635711669922,0.002574002574002574,0.006187768439954377,0.0051564736999619816,0.0,-0.9381223156004562,11.397194069448597
-27.398611,26.614722,11-01-2011,0.28,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,253.0,0.0,0.5373645547482904,0.47275379488481356,0.016440807050204904,9.043826033695597,1070.7426812216167
-27.671111,27.236944,11-01-2011,0.64,0.0,0.0,0.28,0.0,2.7722008228302,0.4382239282131195,5.293436527252197,0.06241956353187561,242.88352966308594,0.06241956241956242,0.831206414919914,0.7842119013645774,0.03390743383106573,14.662071183102551,1656.640680077976
-29.160278,26.573333,11-01-2011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,253.0,0.0,0.002021218834589,0.0,0.0,-1.0,3.074777170531424
-34.250556,20.9925,11-01-2011,0.0,0.15,0.0,0.8,0.0,0.050368551164865494,0.0,1.0178133249282837,0.011056510731577873,250.20269775390625,0.011056511056511056,0.0,0.0,0.0,-1.0,-1.0
-25.45963889,28.26430556,11-01-2011,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,253.0,0.0,0.022136350411624657,0.01586670655198272,0.0,-0.6618776968688663,43.24116000704825
-25.81048333,27.90955222,12-01-2011,0.0,0.0,0.0,0.0,0.0,0.2313777208328247,0.042188528925180435,0.999340832233429,0.011865523643791676,252.27818298339844,0.011865524060646011,0.0,0.0,0.0,-1.0,-1.0
-27.273889,28.49,12-01-2011,0.36,0.24,0.0,0.0,0.0,2.5810811519622803,0.3281853199005127,4.373230457305908,0.048262547701597214,247.27220153808594,0.04826254826254826,0.537826990177689,0.5196789092595954,0.013134063451725462,9.663596942377119,1071.0220891067142
-27.4275,28.525833,12-01-2011,0.0,0.1,0.0,0.0,0.0,0.19037941098213196,0.023035230115056038,0.6951219439506531,0.00745257455855608,252.60501098632812,0.007452574525745257,0.0,0.0,0.0,-1.0,-1.0
-28.883333,27.89,12-01-2011,0.4,0.15,0.0,0.0,0.0,0.09716859459877014,0.018018018454313278,0.3944658935070038,0.006435006391257048,252.04246520996094,0.006435006435006435,0.6710617819689008,0.6283703500594098,0.010101612204591428,10.3208473909467,1338.5913615717502
-27.00222,28.76528,13-01-2011,0.0,0.1,0.0,0.0,0.0,2.357142925262451,0.32110682129859924,4.53153133392334,0.05083655193448067,246.13385009765625,0.05083655083655084,0.0,0.0,0.0,-1.0,-1.0
-27.02314,28.59389,13-01-2011,0.1,0.0,0.0,0.0,0.0,4.001977443695068,0.5069215297698975,6.122610569000244,0.07251153886318207,242.81674194335938,0.07251153592617007,0.24667359373168005,0.23091789002138766,0.018246212687849473,3.391616364584639,491.1822074157332
-30.534167,24.961944,13-01-2011,0.0,0.4,0.0,0.0,0.0,0.13262099027633667,0.02828409895300865,0.48522940278053284,0.00628535496070981,252.12193298339844,0.006285355122564425,0.0,0.0,0.0,-1.0,-1.0
-28.460833,21.248889,13-01-2011,0.45,0.3,0.2,0.0,0.0,18.388925552368164,2.2465391159057617,20.9835205078125,0.22412656247615814,218.60910034179688,0.22346736980883322,0.4503998020939732,0.43258426966292113,0.0,10.600413368232891,894.1078348442285
-29.658056,25.973333,14-01-2011,0.0,0.25,0.0,0.0,0.0,0.8037322759628296,0.09459459781646729,2.030888080596924,0.025096524506807327,250.5489044189453,0.025096525096525095,0.0,0.0,0.0,-1.0,-1.0
-28.760833,17.730278,16-01-2011,0.0,0.0,0.3125,0.0,0.6875,17.305662155151367,2.089446544647217,23.596525192260742,0.27348777651786804,208.0308837890625,0.2606177606177606,0.0,0.0,0.0,-1.0,-1.0
-25.513889,31.224444,17-01-2011,0.0,0.0625,0.0,0.0625,0.0,0.4561634659767151,0.021094264462590218,2.0158207416534424,0.0276862233877182,248.0171356201172,0.027686222808174028,0.0,0.0,0.0,-1.0,-1.0
-26.861111,28.884722,17-01-2011,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,253.0,0.0,0.0,0.0,0.0,-1.0,-1.0
-31.554722,29.245556,17-01-2011,0.0,0.45,0.0,0.05,0.0,0.0,0.0,0.0,0.0,253.0,0.0,0.0,0.0,0.0,-1.0,-1.0
-28.058889,30.373611,17-01-2011,0.0,0.0,0.0,0.0,0.0,0.1344759464263916,0.03295978903770447,1.3078444004058838,0.02966381050646305,247.90573120117188,0.02241265655899802,0.0,0.0,0.0,-1.0,-1.0
-25.127778,27.628889,18-01-2011,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,253.0,0.0,0.0,0.0,0.0,-1.0,-1.0
-25.20639,27.558,18-01-2011,0.0,0.625,0.0,0.0,0.0,0.18648648262023926,0.03310810774564743,0.7283783555030823,0.009459459222853184,252.49256896972656,0.00945945945945946,0.0,0.0,0.0,-1.0,-1.0
-24.69514,27.40906,18-01-2011,0.0,0.85,0.0,0.1,0.0,0.8747528195381165,0.43770599365234375,6.009228706359863,0.0672379732131958,248.6414031982422,0.06723796967699407,0.0,0.0,0.0,-1.0,-1.0
-25.681111,31.783333,18-01-2011,0.0625,0.6875,0.0,0.125,0.0,0.6275543570518494,0.002636783057823777,2.340804100036621,0.03691496327519417,245.51153564453125,0.03691496374423204,0.07178996363874336,0.04643115697510339,0.0,-0.026205463595796986,142.6154786883771
-27.802778,28.768333,18-01-2011,0.0,0.0,0.0,0.0,0.0,1.9096901416778564,0.3117996156215668,3.4871456623077393,0.0415293350815773,246.2696075439453,0.04152933421226104,0.0,0.0,0.0,-1.0,-1.0
-27.398611,26.614722,18-01-2011,0.28,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,253.0,0.0,0.5373645547482904,0.47275379488481356,0.016440807050204904,9.043826033695597,1070.7426812216167
-31.104278,29.399722,18-01-2011,0.0,0.1,0.0,0.4,0.0,0.29666876792907715,0.034569453448057175,1.4814581871032715,0.02514141984283924,248.46072387695312,0.0251414204902577,0.0,0.0,0.0,-1.0,-1.0
-31.396,29.2651,18-01-2011,0.0,0.16,0.0,0.04,0.0,6.435400485992432,0.684108555316925,10.497416496276855,0.11757105588912964,237.5626678466797,0.11757105943152454,0.0,0.0,0.0,-1.0,-1.0
-33.38056,19.30167,18-01-2011,0.0,0.45,0.0,0.0,0.0,0.007371007464826107,0.0036855037324130535,0.18427518010139465,0.0018427518662065268,252.90232849121094,0.0018427518427518428,3.789687502368553e-06,3.789687502368553e-06,3.789687502368553e-06,-0.9999886309374927,-0.9923827281202393
-33.31388889,19.07472222,18-01-2011,0.0,0.1,0.0,0.0,0.0,0.2506142556667328,0.0,2.324324369430542,0.03071253001689911,245.79299926757812,0.030712530712530713,0.0,0.0,0.0,-1.0,-1.0
-27.495556,26.074722,18-01-2011,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,253.0,0.0,0.0,0.0,0.0,-1.0,-1.0
-24.39619444,27.08983333,19-01-2011,0.0,0.05,0.0,0.0,0.0,0.6578773856163025,0.1028345450758934,1.7930124998092651,0.0217534601688385,251.80157470703125,0.021753460777851022,0.0,0.0,0.0,-1.0,-1.0
-26.970278,27.211111,19-01-2011,0.0,0.1875,0.375,0.0,0.0,11.38760757446289,1.5504285097122192,14.177983283996582,0.15557020902633667,231.49176025390625,0.15557020435069216,0.0,0.0,0.0,-1.0,-1.0
-26.880278,26.965,19-01-2011,0.0,0.1,0.15,0.0,0.0,0.0,0.0,0.0,0.0,253.0,0.0,0.0,0.0,0.0,-1.0,-1.0
-27.273889,28.49,19-01-2011,0.36,0.24,0.0,0.0,0.0,2.5810811519622803,0.3281853199005127,4.373230457305908,0.048262547701597214,247.27220153808594,0.04826254826254826,0.537826990177689,0.5196789092595954,0.013134063451725462,9.663596942377119,1071.0220891067142
-27.3,28.586944,19-01-2011,0.0,0.5,0.0,0.0,0.0,0.27913278341293335,0.0555555559694767,1.0149050951004028,0.012195121496915817,252.16395568847656,0.012195121951219513,0.0,0.0,0.0,-1.0,-1.0
-27.044444,27.005,19-01-2011,0.0,0.4,0.0,0.0,0.0,0.3764478862285614,0.08043757826089859,1.0489060878753662,0.013513513840734959,251.1222686767578,0.013513513513513514,0.0,0.0,0.0,-1.0,-1.0
-30.568333,29.422778,19-01-2011,0.12,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,253.0,0.0,0.015944787266055187,0.01395168885779829,0.0,-0.7528557973761443,30.855691859170012
-30.570833,29.150556,19-01-2011,0.0,0.04,0.0,0.0,0.0,0.1627907007932663,0.01131363958120346,0.5556253790855408,0.009428032673895359,251.4374542236328,0.009428032683846637,0.0,0.0,0.0,-1.0,-1.0
-34.031944,22.053333,19-01-2011,0.0,0.24,0.0,0.28,0.0,0.018618619069457054,0.0,0.5495495200157166,0.006006006151437759,251.48048400878906,0.006006006006006006,0.0,0.0,0.0,-1.0,-1.0
-33.13083,18.86278,19-01-2011,0.0,1.0,0.0,0.0,0.0,0.47727271914482117,0.03685503825545311,1.9496314525604248,0.028255527839064598,248.2801055908203,0.028255528255528257,0.0,0.0,0.0,-1.0,-1.0
-33.7075,18.97444444,19-01-2011,0.75,0.05,0.0,0.0,0.0,0.03851010277867317,0.0,0.4204545319080353,0.005050505045801401,251.97474670410156,0.005050505050505051,0.6548848307289212,0.5713838057016436,0.025265129062826814,10.32422575517894,1306.2006259650923
-25.57877778,29.12747222,19-01-2011,0.0,0.375,0.0,0.0,0.0,0.025049440562725067,0.0006591957644559443,0.12326961010694504,0.0013183915289118886,252.9301300048828,0.0013183915622940012,0.0,0.0,0.0,-1.0,-1.0
-26.006389,29.253889,20-01-2011,0.0,0.0,0.05,0.0,0.95,7.613051891326904,1.174027681350708,14.704680442810059,0.1562294065952301,235.42056274414062,0.15622940013183917,0.0,0.0,0.0,-1.0,-1.0
-27.02314,28.59389,20-01-2011,0.1,0.0,0.0,0.0,0.0,4.001977443695068,0.5069215297698975,6.122610569000244,0.07251153886318207,242.81674194335938,0.07251153592617007,0.24667359373168005,0.23091789002138766,0.018246212687849473,3.391616364584639,491.1822074157332
-30.679722,26.7125,20-01-2011,0.15,0.35,0.05,0.0,0.0,8.43436336517334,0.7348777055740356,17.1731014251709,0.190476194024086,224.2574005126953,0.19047619047619047,0.016658860265417644,0.016658860265417644,0.0,-0.6335050741608119,32.167790788446524
-28.460833,21.248889,20-01-2011,0.45,0.3,0.2,0.0,0.0,18.388925552368164,2.2465391159057617,20.9835205078125,0.22412656247615814,218.60910034179688,0.22346736980883322,0.4503998020939732,0.43258426966292113,0.0,10.600413368232891,894.1078348442285
-30.77586667,29.03221667,20-01-2011,0.0,0.0,0.0,0.0,0.0,1.375235676765442,0.11565053462982178,3.138277769088745,0.03959773853421211,248.8918914794922,0.039597737272155875,0.0,0.0,0.0,-1.0,-1.0
-24.925278,29.324444,21-01-2011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,253.0,0.0,0.0,0.0,0.0,-1.0,-1.0
-28.460833,21.248889,21-01-2011,0.45,0.3,0.2,0.0,0.0,18.388925552368164,2.2465391159057617,20.9835205078125,0.22412656247615814,218.60910034179688,0.22346736980883322,0.4503998020939732,0.43258426966292113,0.0,10.600413368232891,894.1078348442285
-24.679167,30.8025,24-01-2011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,253.0,0.0,0.0,0.0,0.0,-1.0,-1.0
-25.99136,27.84208,24-01-2011,0.0,0.0,0.0,0.0625,0.0,0.0,0.0,0.0,0.0,253.0,0.0,0.07661273873917973,0.05941454340749443,0.026906853986668946,-0.3257907661681801,152.57434874480919
-25.49037,30.6986,24-01-2011,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.0,253.0,0.0,0.0,0.0,0.0,-1.0,-1.0
-26.970278,27.211111,24-01-2011,0.0,0.1875,0.375,0.0,0.0,11.38760757446289,1.5504285097122192,14.177983283996582,0.15557020902633667,231.49176025390625,0.15557020435069216,0.0,0.0,0.0,-1.0,-1.0
-27.671111,27.236944,24-01-2011,0.64,0.0,0.0,0.28,0.0,2.7722008228302,0.4382239282131195,5.293436527252197,0.06241956353187561,242.88352966308594,0.06241956241956242,0.831206414919914,0.7842119013645774,0.03390743383106573,14.662071183102551,1656.640680077976
-27.356667,27.286389,24-01-2011,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,253.0,0.0,0.0,0.0,0.0,-1.0,-1.0
-27.01011111,26.69808333,25-01-2011,0.0,0.0,0.4,0.05,0.0,11.847725868225098,1.6572182178497314,15.998022079467773,0.1720501035451889,227.82398986816406,0.17139090309822017,0.0,0.0,0.0,-1.0,-1.0
-26.98472222,26.63227778,25-01-2011,0.0,0.12,0.04,0.0,0.0,0.0038610037881881,0.0,0.257400244474411,0.002574002603068948,252.8635711669922,0.002574002574002574,0.006187768439954377,0.0051564736999619816,0.0,-0.9381223156004562,11.397194069448597
-27.398611,26.614722,25-01-2011,0.28,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,253.0,0.0,0.5373645547482904,0.47275379488481356,0.016440807050204904,9.043826033695597,1070.7426812216167
-33.818056,19.694722,25-01-2011,0.0,0.24,0.0,0.0,0.0,3.5171990394592285,0.41584765911102295,9.988943099975586,0.1191646158695221,235.3378448486328,0.1160933660933661,0.0,0.0,0.0,-1.0,-1.0
-25.45963889,28.26430556,25-01-2011,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,253.0,0.0,0.022136350411624657,0.01586670655198272,0.0,-0.6618776968688663,43.24116000704825
-33.897778,20.012778,25-01-2011,0.0,0.7,0.0,0.0,0.0,0.3691646158695221,0.007371007464826107,2.0030713081359863,0.028255527839064598,249.61978149414062,0.028255528255528257,0.0,0.0,0.0,-1.0,-1.0
-25.81048333,27.90955222,26-01-2011,0.0,0.0,0.0,0.0,0.0,0.2313777208328247,0.042188528925180435,0.999340832233429,0.011865523643791676,252.27818298339844,0.011865524060646011,0.0,0.0,0.0,-1.0,-1.0
-34.065833,20.404167,26-01-2011,0.0,0.35,0.0,0.55,0.0,3.1117117404937744,0.5015015006065369,6.297897815704346,0.0810810774564743,242.20179748535156,0.08108108108108109,0.0,0.0,0.0,-1.0,-1.0
-24.058889,31.237222,26-01-2011,0.0,0.0,0.2,0.05,0.0,7.502702713012695,1.0195945501327515,12.274324417114258,0.13378378748893738,234.0209503173828,0.13378378378378378,0.0,0.0,0.0,-1.0,-1.0
-26.648056,27.089444,26-01-2011,0.0,0.0625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,253.0,0.0,0.0,0.0,0.0,-1.0,-1.0
-26.880278,26.965,26-01-2011,0.0,0.1,0.15,0.0,0.0,0.0,0.0,0.0,0.0,253.0,0.0,0.0,0.0,0.0,-1.0,-1.0
-27.273889,28.49,26-01-2011,0.36,0.24,0.0,0.0,0.0,2.5810811519622803,0.3281853199005127,4.373230457305908,0.048262547701597214,247.27220153808594,0.04826254826254826,0.537826990177689,0.5196789092595954,0.013134063451725462,9.663596942377119,1071.0220891067142
-27.044444,27.005,26-01-2011,0.0,0.4,0.0,0.0,0.0,0.3764478862285614,0.08043757826089859,1.0489060878753662,0.013513513840734959,251.1222686767578,0.013513513513513514,0.0,0.0,0.0,-1.0,-1.0
-34.092222,21.295278,26-01-2011,0.0,1.0,0.0,0.0,0.0,0.0024570024106651545,0.0,0.12285012006759644,0.0012285012053325772,252.9348907470703,0.0012285012285012285,0.0,0.0,0.0,-1.0,-1.0
-27.02314,28.59389,27-01-2011,0.1,0.0,0.0,0.0,0.0,4.001977443695068,0.5069215297698975,6.122610569000244,0.07251153886318207,242.81674194335938,0.07251153592617007,0.24667359373168005,0.23091789002138766,0.018246212687849473,3.391616364584639,491.1822074157332
-26.73806,27.59194,27-01-2011,0.0,0.0,0.125,0.0,0.0,10.613052368164062,1.3724455833435059,13.103493690490723,0.138431116938591,233.35926818847656,0.13843111404087013,0.0,0.0,0.0,-1.0,-1.0
-28.760833,17.730278,30-01-2011,0.0,0.0,0.3125,0.0,0.6875,17.305662155151367,2.089446544647217,23.596525192260742,0.27348777651786804,208.0308837890625,0.2606177606177606,0.0,0.0,0.0,-1.0,-1.0
-26.861111,28.884722,31-01-2011,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,253.0,0.0,0.0,0.0,0.0,-1.0,-1.0
-26.73806,27.59194,31-01-2011,0.0,0.0,0.125,0.0,0.0,10.613052368164062,1.3724455833435059,13.103493690490723,0.138431116938591,233.35926818847656,0.13843111404087013,0.0,0.0,0.0,-1.0,-1.0
-25.127778,27.628889,01-02-2011,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,253.0,0.0,0.0,0.0,0.0,-1.0,-1.0
-24.69514,27.40906,01-02-2011,0.0,0.85,0.0,0.1,0.0,0.8747528195381165,0.43770599365234375,6.009228706359863,0.0672379732131958,248.6414031982422,0.06723796967699407,0.0,0.0,0.0,-1.0,-1.0
-27.363611,31.783333,01-02-2011,0.0,0.25,0.0,0.5,0.0,0.4765985608100891,0.0,2.934739589691162,0.046143703162670135,241.88661193847656,0.045484508899143045,0.0,0.0,0.0,-1.0,-1.0
-27.802778,28.768333,01-02-2011,0.0,0.0,0.0,0.0,0.0,1.9096901416778564,0.3117996156215668,3.4871456623077393,0.0415293350815773,246.2696075439453,0.04152933421226104,0.0,0.0,0.0,-1.0,-1.0
-29.160278,26.573333,01-02-2011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,253.0,0.0,0.002021218834589,0.0,0.0,-1.0,3.074777170531424
-34.329722,18.990278,01-02-2011,0.0,0.0,0.0,0.0,0.0,0.32862406969070435,0.04422604292631149,1.3187960386276245,0.014127763919532299,251.4232177734375,0.012899262899262898,0.0018476598806704044,0.0009556861451743472,0.0,-0.9789749048061641,2.7009901658021773
-25.20639,27.558,02-02-2011,0.0,0.625,0.0,0.0,0.0,0.18648648262023926,0.03310810774564743,0.7283783555030823,0.009459459222853184,252.49256896972656,0.00945945945945946,0.0,0.0,0.0,-1.0,-1.0
-23.281,30.54305556,03-02-2011,0.0,0.0,0.0,0.0,0.0,0.4138889014720917,0.03680555522441864,1.7465277910232544,0.03333333507180214,248.32569885253906,0.03333333333333333,0.0,0.0,0.0,-1.0,-1.0
-28.801278,31.955389,03-02-2011,0.1,0.9,0.0,0.0,0.0,0.261904776096344,0.02960103005170822,3.0566279888153076,0.04633204638957977,243.43629455566406,0.043758043758043756,0.0,0.0,0.0,-1.0,-1.0
-27.00222,28.76528,03-02-2011,0.0,0.1,0.0,0.0,0.0,2.357142925262451,0.32110682129859924,4.53153133392334,0.05083655193448067,246.13385009765625,0.05083655083655084,0.0,0.0,0.0,-1.0,-1.0
-27.02314,28.59389,03-02-2011,0.1,0.0,0.0,0.0,0.0,4.001977443695068,0.5069215297698975,6.122610569000244,0.07251153886318207,242.81674194335938,0.07251153592617007,0.24667359373168005,0.23091789002138766,0.018246212687849473,3.391616364584639,491.1822074157332
-27.3,28.586944,03-02-2011,0.0,0.5,0.0,0.0,0.0,0.27913278341293335,0.0555555559694767,1.0149050951004028,0.012195121496915817,252.16395568847656,0.012195121951219513,0.0,0.0,0.0,-1.0,-1.0
-30.679722,26.7125,03-02-2011,0.15,0.35,0.05,0.0,0.0,8.43436336517334,0.7348777055740356,17.1731014251709,0.190476194024086,224.2574005126953,0.19047619047619047,0.016658860265417644,0.016658860265417644,0.0,-0.6335050741608119,32.167790788446524
